10	12811.5
15	14707.3
20	16501
25	18080.8
30	19340.4
35	20199.1
40	20619.2
45	20611
50	20226.8
55	19545.4
60	18654.7
65	17637.6
70	16563.8
75	15486.5
80	14443.4
85	13458.7
90	12546.7
95	11714.3
100	10963.5
105	10293.3
110	9700.57
115	9181.63
120	8732.23
125	8348.24
130	8025.82
135	7761.55
140	7552.51
145	7396.32
150	7291.17
155	7235.8
160	7229.5
165	7272.12
170	7364.04
175	7506.2
180	7700.05
185	7947.54
190	8251.11
195	8613.62
200	9038.24
205	9528.32
210	10087.1
215	10717.3
220	11420.6
225	12196.6
230	13041.9
235	13948
240	14899.7
245	15872.3
250	16829.2
255	17720.4
260	18482.6
265	19042.2
270	19323.7
275	19261.4
